,host_id,host_is_superhost,neighbourhood,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,number_of_reviews,review_scores_rating,price
5445,10547296,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,3,,1 bath,1.0,1.0,92,4.51,$80.00
8083,289117552,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,3,5.0,$25.00
1823,34109538,f,,Entire rental unit,Entire home/apt,5,,1 bath,2.0,4.0,73,4.74,$125.00
1553,18132283,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,2 baths,3.0,5.0,154,4.89,$208.00
4699,5784650,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,3.0,45,4.91,$110.00
2637,51838891,f,,Entire rental unit,Entire home/apt,4,,1 bath,2.0,5.0,17,4.38,$65.00
5658,184993404,f,"., Barcelona, Spain",Room in boutique hotel,Private room,3,,1 private bath,1.0,2.0,2,5.0,$190.00
4297,10273030,f,,Entire rental unit,Entire home/apt,2,,1 bath,1.0,2.0,1,5.0,$65.00
10400,13013003,f,,Private room in rental unit,Private room,1,,1.5 shared baths,1.0,1.0,1,5.0,$28.00
14465,470635088,f,,Private room in rental unit,Private room,3,,1 shared bath,1.0,1.0,0,,$33.00
7208,252991755,f,,Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,0,,$50.00
10412,61874060,f,,Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,0,,$60.00
11192,9709530,t,,Entire rental unit,Entire home/apt,3,,1 bath,1.0,4.0,9,4.67,$80.00
2316,1035045,f,"Barcelona, Catalunya, Spain",Entire condo,Entire home/apt,4,,1 bath,2.0,2.0,12,4.33,$75.00
1493,23695089,f,,Private room in rental unit,Private room,2,,1 bath,1.0,1.0,0,,$35.00
15313,299462,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,7,,2 baths,4.0,5.0,2,5.0,$112.00
2363,46696994,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,1 bath,3.0,5.0,295,4.55,$93.00
4282,139063900,f,,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,285,4.64,$113.00
11002,1391607,f,,Entire rental unit,Entire home/apt,4,,1 bath,1.0,1.0,7,4.14,$60.00
2865,72627055,f,,Private room in rental unit,Private room,1,,1 bath,1.0,1.0,1,5.0,$25.00
2053,3689552,f,"Barcelona, Catalonia, Spain",Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,119,4.55,"$8,999.00"
4955,161380107,f,,Entire rental unit,Entire home/apt,5,,1 bath,2.0,5.0,13,4.23,$97.00
289,4269183,t,,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,393,4.83,$66.00
630,6436558,f,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,4,,1 bath,1.0,2.0,48,4.46,$249.00
5550,163379623,f,,Entire rental unit,Entire home/apt,7,,2 baths,3.0,5.0,12,4.75,$15.00
6976,142815059,t,"Barcelona, CT, Spain",Private room in rental unit,Private room,2,,1 private bath,1.0,1.0,200,4.81,$80.00
14068,4085156,f,,Entire rental unit,Entire home/apt,8,,2 baths,3.0,6.0,0,,"$1,000.00"
9193,24360600,t,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,2 shared baths,1.0,1.0,2,5.0,$107.00
7359,134738721,t,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1 private bath,,1.0,18,4.94,$35.00
6030,202654862,f,"Barcelona, Catalunya, Spain",Entire loft,Entire home/apt,2,,1 bath,,2.0,5,5.0,$49.00
12953,323624328,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,2.0,2,4.5,$56.00
11983,432138762,f,"Barcelona, Catalunya, Spain",Room in hotel,Private room,2,,1 shared bath,1.0,1.0,18,4.39,$74.00
13954,450482486,f,"Barcelona, Catalunya, Spain",Private room in casa particular,Private room,2,,1 shared bath,1.0,1.0,26,4.92,$79.00
7943,33314396,t,"Barcelona, Catalonia, Spain",Private room in rental unit,Private room,1,,2 baths,1.0,1.0,26,4.81,$23.00
2470,15032322,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,2 baths,3.0,4.0,8,4.88,$211.00
246,3109259,f,,Private room in rental unit,Private room,2,,1 shared bath,3.0,4.0,37,4.86,$50.00
12344,386202138,f,,Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,11,4.73,$35.00
11193,411641369,t,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,30,4.63,$40.00
14822,418919558,f,,Private room in rental unit,Private room,2,,1.5 shared baths,1.0,1.0,16,5.0,$81.00
10672,9784103,f,,Entire rental unit,Entire home/apt,5,,2 baths,2.0,4.0,1,4.0,$188.00
15281,271226374,f,,Entire loft,Entire home/apt,2,,1 bath,1.0,2.0,0,,$60.00
13053,452833081,f,"Barcelona, Catalunya, Spain",Entire condo,Entire home/apt,4,,1 bath,1.0,3.0,8,3.63,$102.00
12230,308683001,f,"Barcelona, Catalunya, Spain",Room in boutique hotel,Private room,12,,1 shared bath,1.0,6.0,2,4.5,$239.00
5405,182670626,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,35,4.53,$20.00
6303,220552531,t,,Entire rental unit,Entire home/apt,4,,1 bath,2.0,3.0,124,4.88,$96.00
5381,173834826,f,,Private room in rental unit,Private room,1,,1 shared bath,3.0,1.0,10,4.5,$20.00
10518,6099660,f,,Entire rental unit,Entire home/apt,2,,1 bath,1.0,3.0,37,4.35,$91.00
7384,29117707,f,"Barcelona, Catalonia, Spain",Private room in rental unit,Private room,1,,1.5 shared baths,1.0,1.0,4,4.75,$22.00
12286,212431311,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,1 bath,2.0,4.0,23,3.91,$64.00
12315,433116009,f,"Barcelona, Catalunya, Spain",Room in hotel,Private room,1,,1 private bath,1.0,1.0,0,,$84.00
11036,249829780,t,,Entire rental unit,Entire home/apt,6,,2 baths,3.0,4.0,93,4.87,$156.00
11,620454,f,"Barcelona, Catalonia, Spain",Entire loft,Entire home/apt,3,,1 bath,2.0,2.0,27,4.35,$44.00
15531,484326636,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,3,,1 bath,1.0,2.0,0,,$48.00
5792,188520846,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,7,4.71,$85.00
3302,91296786,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 private bath,1.0,1.0,134,4.97,$35.00
10692,342498888,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,2.0,5,4.4,$60.00
4336,86551441,f,,Entire rental unit,Entire home/apt,4,,1 bath,1.0,2.0,9,4.33,$106.00
6509,7906740,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,1,5.0,$70.00
14853,416426071,f,,Private room in condo,Private room,1,,1 shared bath,1.0,1.0,0,,$100.00
12267,435322054,f,,Private room in bed and breakfast,Private room,4,,1 private bath,,,0,,$144.00
2342,47171261,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,3.0,4.0,52,4.42,$200.00
8715,10547296,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,1.0,3.0,27,4.3,$71.00
10529,396363,f,,Entire rental unit,Entire home/apt,8,,2 baths,4.0,7.0,5,3.4,$189.00
12835,53342455,f,,Entire rental unit,Entire home/apt,2,,1 bath,2.0,2.0,0,,$95.00
4160,10944377,f,,Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,5,4.8,$36.00
4086,128959838,f,,Entire rental unit,Entire home/apt,6,,2 baths,2.0,4.0,18,4.29,$169.00
4694,54680723,f,"Barcelona, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,45,4.51,$62.00
1911,771458,f,,Private room in rental unit,Private room,2,,3 shared baths,1.0,2.0,66,4.12,$20.00
12751,272408891,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,1 bath,2.0,4.0,32,4.81,$129.00
2718,28043451,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,2.0,207,4.63,$165.00
3743,117804903,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,2.0,60,4.43,$30.00
8456,266006958,f,,Entire serviced apartment,Entire home/apt,4,,1 bath,2.0,4.0,137,4.44,$76.00
4443,34581085,f,,Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,5,4.8,$45.00
15233,238724735,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,2 baths,3.0,5.0,1,5.0,$154.00
14445,127482361,f,,Entire rental unit,Entire home/apt,5,,1 bath,2.0,4.0,5,4.6,$142.00
6905,130091939,t,,Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,60,4.83,$20.00
602,6386184,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,53,4.53,$28.00
11172,395511887,f,,Entire loft,Entire home/apt,3,,1 bath,1.0,4.0,0,,$49.00
2648,527201,f,"Barcelona, Catalonia, Spain",Private room in loft,Private room,2,,1.5 shared baths,1.0,1.0,25,4.45,$43.00
13652,414358011,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1.5 baths,1.0,1.0,30,4.57,$54.00
4266,20563048,f,,Private room in rental unit,Private room,2,,1 private bath,1.0,1.0,0,,$55.00
2212,27573426,f,,Entire rental unit,Entire home/apt,3,,1 bath,2.0,3.0,9,4.33,$60.00
13743,1391607,f,,Entire rental unit,Entire home/apt,5,,2 baths,3.0,3.0,21,4.48,$123.00
2390,48191321,f,,Private room in rental unit,Private room,1,,1 bath,1.0,1.0,1,4.0,$17.00
4104,362734677,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,1.0,2.0,210,4.87,$95.00
4082,3039107,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,3.0,26,4.48,$98.00
8057,16199084,f,,Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,0,,$50.00
11491,99134599,f,,Entire rental unit,Entire home/apt,4,,1 bath,1.0,1.0,6,4.33,$65.00
10703,4146729,t,"Barcelona, Catalunya, Spain",Entire serviced apartment,Entire home/apt,4,,1 bath,2.0,3.0,2,5.0,$369.00
5804,195332277,t,"Barcelona, Catalonia, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,131,4.85,$34.00
11544,305660746,t,,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,4,4.75,$155.00
899,3465149,f,"Barcelona, Catalunya, Spain",Entire condo,Entire home/apt,7,,2 baths,2.0,5.0,98,4.95,$150.00
15646,30594864,f,,Entire rental unit,Entire home/apt,7,,2 baths,2.0,3.0,0,,$300.00
197,1093718,f,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,8,,2 baths,4.0,6.0,123,4.66,$250.00
12022,1414702,f,,Entire rental unit,Entire home/apt,7,,1 bath,3.0,5.0,8,4.38,$240.00
11644,420938544,f,"Barcelona, Catalunya, Spain",Private room in hostel,Private room,1,,1 shared bath,1.0,1.0,125,4.7,$47.00
8564,311207838,f,,Private room in rental unit,Private room,2,,1.5 shared baths,1.0,1.0,2,4.0,$25.00
13381,362312215,f,,Entire rental unit,Entire home/apt,5,,2 baths,2.0,3.0,20,4.85,$204.00
3536,28043451,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,2 baths,3.0,3.0,140,4.74,$149.00
4476,3479346,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,2 baths,2.0,3.0,1,5.0,$150.00
11665,421971234,f,,Room in hotel,Private room,2,,1 private bath,1.0,1.0,41,4.54,$81.00
5721,8011761,t,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,180,4.87,$38.00
151,1429552,f,,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,151,4.6,$130.00
13674,450924555,f,"Barcelona, Catalunya, Spain",Entire loft,Entire home/apt,2,,1 bath,,1.0,0,,$60.00
6231,7104112,f,"Barcelona, ., Spain",Room in hostel,Hotel room,1,,1 shared bath,1.0,8.0,19,4.89,$17.00
10618,226804666,f,,Private room in rental unit,Private room,1,,1 private bath,1.0,1.0,0,,$61.00
509,3200533,f,,Private room in rental unit,Private room,1,,1.5 shared baths,1.0,1.0,23,4.87,$35.00
6397,183653067,f,"Barcelona, Catalunya, Spain",Room in boutique hotel,Hotel room,2,,1 private bath,1.0,1.0,2,5.0,$205.00
13782,48811338,f,,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,0,,$40.00
11839,420963332,f,,Room in hotel,Private room,4,,1 private bath,1.0,1.0,17,4.53,$111.00
6767,1744516,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,1,5.0,$50.00
12452,438922378,t,"Barcelona, Catalunya, Spain",Entire serviced apartment,Entire home/apt,5,,2 baths,3.0,4.0,259,4.92,$155.00
5140,175079041,f,,Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,5,4.75,$100.00
6571,1580542,f,,Private room in bed and breakfast,Private room,2,,1 shared bath,1.0,2.0,143,4.48,$30.00
6605,35936647,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,2 baths,3.0,4.0,90,4.59,$226.00
10134,5614931,f,,Entire serviced apartment,Entire home/apt,2,,1 bath,1.0,1.0,11,4.55,$105.00
10259,100152046,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,0,,$118.00
2239,45573274,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,3,,1.5 shared baths,1.0,3.0,232,4.84,$35.00
9823,233872135,f,,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,11,4.91,$55.00
10950,139595528,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,3.0,87,4.28,$69.00
14087,461806653,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,2 baths,3.0,5.0,5,4.2,$77.00
4257,137629448,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,1.0,1.0,0,,$500.00
11932,428500921,f,,Room in hotel,Private room,2,,1 private bath,1.0,2.0,30,4.33,$67.00
6505,197317886,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1.5 baths,1.0,1.0,106,4.5,$36.00
9421,396363,f,,Entire rental unit,Entire home/apt,4,,1 bath,2.0,3.0,0,,$94.00
6090,9667715,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,1.0,2.0,81,4.79,$107.00
14274,14544418,f,,Entire rental unit,Entire home/apt,4,,1.5 baths,2.0,2.0,6,3.5,$71.00
4637,139063900,f,,Entire rental unit,Entire home/apt,8,,2 baths,4.0,6.0,177,4.77,$117.00
2839,59317222,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,1.0,3.0,14,4.86,$175.00
181,3182737,f,,Private room in rental unit,Private room,2,,1.5 baths,1.0,1.0,107,4.86,$30.00
2875,69005335,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,0,,$35.00
2467,51685071,f,,Private room in rental unit,Private room,1,,1 bath,1.0,1.0,0,,$30.00
14077,4085156,f,,Entire rental unit,Entire home/apt,5,,1 bath,2.0,3.0,0,,"$1,000.00"
9338,250036779,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,9,,2 baths,5.0,8.0,74,4.68,$141.00
11957,10547296,f,,Entire rental unit,Entire home/apt,8,,2 baths,4.0,4.0,27,4.44,$139.00
11063,175128252,f,,Room in hotel,Private room,2,,1 private bath,1.0,1.0,0,,"$1,490.00"
13205,455307697,f,,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,0,,$33.00
6550,158023606,f,"Barcelona, Spain",Entire rental unit,Entire home/apt,7,,2.5 baths,4.0,8.0,27,4.85,$408.00
10739,3945134,f,,Entire rental unit,Entire home/apt,3,,1 bath,3.0,3.0,4,4.25,$37.00
6686,229977532,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,1 bath,2.0,4.0,78,4.85,$165.00
4149,128959838,f,,Entire rental unit,Entire home/apt,8,,2 baths,3.0,6.0,65,4.66,$256.00
3385,10380563,f,"Barcelona, Spain",Entire rental unit,Entire home/apt,5,,2 baths,2.0,2.0,107,4.17,$104.00
4722,139063900,f,,Entire rental unit,Entire home/apt,4,,1 bath,1.0,3.0,75,4.8,$120.00
14590,414277925,t,,Shared room,Shared room,10,,10 shared baths,1.0,10.0,0,,$55.00
3160,84865060,f,,Private room in rental unit,Private room,2,,1.5 shared baths,1.0,1.0,0,,$54.00
3699,336524176,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,3.0,8,0.0,$110.00
12580,47171261,f,,Entire serviced apartment,Entire home/apt,3,,1 bath,2.0,2.0,0,,$94.00
9732,272084699,f,,Private room in rental unit,Private room,1,,2 shared baths,1.0,1.0,4,4.5,$19.00
2996,77763763,f,,Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,5,3.75,$25.00
1089,1432835,f,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,4,,2 baths,2.0,2.0,217,4.31,$114.00
9846,6907539,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,2.0,6,5.0,$50.00
4436,29329052,f,,Private room in guest suite,Private room,3,,1 shared bath,1.0,1.0,0,,$40.00
14015,79703460,f,,Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,0,,$40.00
10408,352550924,t,,Entire rental unit,Entire home/apt,4,,1 bath,3.0,4.0,48,4.83,$83.00
15086,370718107,t,,Entire rental unit,Entire home/apt,7,,2 baths,4.0,5.0,4,5.0,$140.00
12,73163,f,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,9,,3 baths,4.0,6.0,190,4.51,$174.00
5878,187313384,f,"Barcelona, Catalunya, Spain",Entire loft,Entire home/apt,4,,1 bath,1.0,2.0,11,4.8,$71.00
2071,35712072,f,"Barcelona, Catalunya, Spain",Entire home,Entire home/apt,4,,1 bath,1.0,2.0,144,4.04,$68.00
5990,9784103,f,,Entire rental unit,Entire home/apt,4,,1 bath,1.0,2.0,16,4.25,$175.00
9738,16942638,f,,Entire rental unit,Entire home/apt,5,,1 bath,2.0,4.0,59,4.78,$124.00
8494,308774473,t,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,2 shared baths,1.0,1.0,53,4.68,$19.00
8795,1716315,t,,Entire condo,Entire home/apt,2,,1 bath,1.0,2.0,50,4.84,$160.00
13174,454985196,f,,Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,4,4.0,$24.00
8136,78851477,t,"Barcelona, Catalunya, Spain",Entire loft,Entire home/apt,2,,1 bath,1.0,1.0,15,5.0,$55.00
5274,174751009,f,,Entire rental unit,Entire home/apt,6,,1 bath,3.0,3.0,84,4.52,$81.00
7335,51515027,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,35,4.69,$30.00
263,3724467,f,,Entire rental unit,Entire home/apt,4,,1 bath,1.0,1.0,18,4.17,$90.00
4723,130241298,f,,Private room in rental unit,Private room,2,,2 shared baths,1.0,1.0,4,5.0,$55.00
13823,9400556,f,,Entire rental unit,Entire home/apt,7,,1 bath,4.0,4.0,18,4.72,$64.00
1715,299462,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,1.0,2.0,211,4.5,$81.00
13166,383290348,f,,Entire rental unit,Entire home/apt,4,,1 bath,2.0,2.0,2,5.0,$90.00
3779,119337076,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1.5 shared baths,1.0,1.0,1,0.0,$21.00
11324,413277208,f,,Room in hotel,Private room,2,,1 private bath,,1.0,0,,$136.00
8617,5878688,f,"Barcelona, Catalunya, Spain",Entire serviced apartment,Entire home/apt,5,,1 bath,2.0,4.0,81,4.77,$149.00
2595,1093718,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,1 bath,2.0,3.0,7,4.29,$52.00
13047,101486625,f,,Private room in rental unit,Private room,4,,2 baths,2.0,1.0,0,,$34.00
5277,170513081,f,,Entire rental unit,Entire home/apt,2,,1 bath,,2.0,190,4.54,$96.00
7321,260172468,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,8,,2 baths,3.0,6.0,123,4.63,$135.00
15550,389605038,f,,Entire rental unit,Entire home/apt,5,,2 baths,3.0,4.0,0,,$140.00
6222,214802854,t,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 private bath,1.0,1.0,135,4.88,$83.00
13512,461835098,f,,Private room in vacation home,Private room,2,,2.5 shared baths,1.0,1.0,6,5.0,$120.00
9011,325676673,f,,Private room in rental unit,Private room,2,,1 bath,1.0,,0,,$25.00
12754,346367515,f,,Entire rental unit,Entire home/apt,5,,2 baths,3.0,3.0,0,,$147.00
8147,271489354,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,4,,1.5 baths,1.0,3.0,13,4.23,$150.00
13090,454228366,f,"Barcelona, Catalunya, Spain",Entire condo,Entire home/apt,2,,1 bath,,2.0,9,4.0,$188.00
11011,404888119,f,,Private room in hostel,Private room,1,,0 shared baths,1.0,1.0,4,4.25,$75.00
6360,218633632,f,"Barcelona, CT, Spain",Private room in rental unit,Private room,2,,1 private bath,1.0,1.0,13,4.46,$35.00
4119,118316681,f,,Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,0,,$120.00
15356,462551773,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,3,,1.5 shared baths,1.0,2.0,0,,$55.00
5337,4396136,f,,Entire rental unit,Entire home/apt,4,,1 bath,2.0,3.0,24,4.64,$115.00
14599,474317030,f,"Barcelona, Catalunya, Spain",Room in hotel,Private room,2,,1 private bath,1.0,1.0,9,4.22,$77.00
683,1298586,f,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,5,,2 baths,2.0,4.0,101,4.86,$181.00
10157,47171261,f,,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,2,4.0,$111.00
1726,6544866,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,2 baths,3.0,4.0,81,4.75,$178.00
6723,211080098,f,,Room in boutique hotel,Hotel room,3,,1 private bath,1.0,3.0,0,,"$2,000.00"
15119,370718107,t,,Entire rental unit,Entire home/apt,7,,1 bath,3.0,5.0,6,4.83,$129.00
2787,4258344,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,2.0,55,4.5,$81.00
12627,433480324,f,,Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,0,,$500.00
11215,70933101,f,,Private room in casa particular,Private room,2,,1 private bath,1.0,1.0,1,5.0,$25.00
8407,301610993,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,1.0,3.0,40,4.75,$71.00
6910,186424313,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1.5 baths,1.0,1.0,1,5.0,$54.00
15138,396363,f,,Entire rental unit,Entire home/apt,6,,2 baths,3.0,6.0,0,,$144.00
11690,35936647,f,,Entire rental unit,Entire home/apt,5,,1 bath,3.0,3.0,20,4.8,$177.00
4596,148901183,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,4.0,122,4.79,$89.00
9839,357374618,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 shared bath,2.0,2.0,8,4.63,$48.00
7439,261933756,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,1 bath,3.0,5.0,43,4.28,$131.00
1938,32037490,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,1 bath,4.0,5.0,127,4.43,$109.00
13762,9400556,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,2.0,13,4.54,$403.00
4342,43259405,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,150,4.37,$92.00
